coef_SBS10c Status
X64583 0.269328777372342 Normal_trios
X11329.s1 0.3461793127215 Normal_trios
X57008 0.283441127689725 Normal_trios
X78192 0.332699529381325 Normal_trios
X145084 0.186668086537244 Normal_trios
X11349.p1 0.277523877833571 Normal_trios
X11401.s1 0.293148460192179 Normal_trios
X13277.s1 0.348886975367328 Normal_trios
X107168 0.227450429068106 Normal_trios
X13204.p1 0.223565812190821 Normal_trios
X12859.s1 0.242660947804299 Normal_trios
X14149.s1 0.366332702271233 Normal_trios
X76145 0.208337600438076 Normal_trios
X14160.s1 0.223947648469482 Normal_trios
X105768 0.197930193853192 Normal_trios
X14202.s1 0.17996825117754 Normal_trios
X11723.p1 0.219267357972037 Normal_trios
X13047.p1 0.200455342807384 Normal_trios
X11716.s1 0.300916808620086 Normal_trios
X134202 0.286953608253232 Normal_trios
X71819 0.304829250629281 Normal_trios
X13741.s1 0.311335015596902 Normal_trios
X11479.s1 0.366645536998206 Normal_trios
X13947.s1 0.290257316864696 Normal_trios
X133307 0.244951835424278 Normal_trios
X14639.s1 0.245014063168683 Normal_trios
X14616.s1 0.254706947681325 Normal_trios
X13163.s1 0.290074818886048 Normal_trios
X14175.p1 0.338021331941827 Normal_trios
X14455.s1 0.257285771355989 Normal_trios
X153694 0.318303254241318 Normal_trios
X33666 0.305901096987183 Normal_trios
X114178 0.352050360100081 Normal_trios
X13375.s1 0.316843860415219 Normal_trios
X127551 0.318009891991612 Normal_trios
X19271 0.189710735582802 Normal_trios
X61600 0.332271067720332 Normal_trios
X99447 0.207804490349819 Normal_trios
X11808.p1 0.218951022651574 Normal_trios
X6780 0.264875279673627 Normal_trios
X98792 0.203087288202147 Normal_trios
X71851 0.236164435665473 Normal_trios
X9899 0.215503470809868 Normal_trios
X12117.s1 0.240299721693896 Normal_trios
X52293 0.227928435558431 Normal_trios
X13552.p1 0.271207356957821 Normal_trios
X151143 0.297987500317652 Normal_trios
X133967 0.255758007914669 Normal_trios
X11252.p1 0.288555245180752 Normal_trios
X13514.s1 0.28656518815844 Normal_trios
X19167 0.210320042392711 Normal_trios
X14186.p1 0.222269783460624 Normal_trios
X113726 0.272841970379434 Normal_trios
X14527.s1 0.166068169321885 Normal_trios
X12690.s1 0.211236762907673 Normal_trios
X2277 0.217892527071642 Normal_trios
X70654 0.326637338571891 Normal_trios
X14550.p1 0.202178515318039 Normal_trios
X13612.p1 0.253508478214607 Normal_trios
X70593 0.200735773266887 Normal_trios
X113984 0.221737144349789 Normal_trios
X36171 0.333650640834363 Normal_trios
X116903 0.386272574283221 Normal_trios
X54593 0.287615348990791 Normal_trios
X103058 0.210318770501835 Normal_trios
X37475 0.203682063461664 Normal_trios
X12061.p1 0.214753616605086 Normal_trios
X8329 0.255525304939937 Normal_trios
X14259.s1 0.228246278605965 Normal_trios
X11463.p1 0.318189150683213 Normal_trios
X50897 0.363745016767534 Normal_trios
X154522 0.235812821167936 Normal_trios
X3190 0.245367846271493 Normal_trios
X39729 0.228115315789915 Normal_trios
X11766.p1 0.186483806492861 Normal_trios
X14632.p1 0.207497039686692 Normal_trios
X90686 0.224560946649466 Normal_trios
X14008.p1 0.281085653589425 Normal_trios
X15000 0.210531879323914 Normal_trios
X12955.p1 0.292327662793411 Normal_trios
X18989 0.265976456102011 Normal_trios
X53845 0.273729273401248 Normal_trios
X94375 0.309379273486767 Normal_trios
X123355 0.236923022774234 Normal_trios
X87326 0.248604448001113 Normal_trios
X112663 0.236988731780239 Normal_trios
X40904 0.195659003791285 Normal_trios
X1308 0.235306272396873 Normal_trios
X45525 0.208420370586437 Normal_trios
X14299.p1 0.262772326792675 Normal_trios
X81159 0.386572637516305 Normal_trios
X14284.s1 0.21367081388788 Normal_trios
X93352 0.189685005183662 Normal_trios
X11641.s1 0.193063360428929 Normal_trios
X105682 0.338113475992672 Normal_trios
X73222 0.247174743070372 Normal_trios
X48404 0.309106580847022 Normal_trios
X54383 0.19969880074452 Normal_trios
X11195.p1 0.408913458846158 Normal_trios
X7171 0.316913344537948 Normal_trios
X14203.p1 0.296808989578281 Normal_trios
X12463.p1 0.272782384795501 Normal_trios
X14675.p1 0.179851519865446 Normal_trios
X12324.p1 0.360478152987088 Normal_trios
X11495.p1 0.19962024510206 Normal_trios
X123465 0.229682803443826 Normal_trios
X123822 0.227038292512341 Normal_trios
X11152.p1 0.21184288584713 Normal_trios
X124125 0.292134293007829 Normal_trios
X11611.p1 0.309854644541137 Normal_trios
X12301.p1 0.208583516079381 Normal_trios
X11196.p1 0.288863019589317 Normal_trios
X13957.s1 0.332652976024639 Normal_trios
X12388.p1 0.31364708996539 Normal_trios
X509 0.202356505867994 Normal_trios
X135566 0.167761399601793 Normal_trios
X13644.p1 0.325866480023019 Normal_trios
X101199 0.303522561415597 Normal_trios
X50506 0.230205650632341 Normal_trios
X73891 0.291883269026167 Normal_trios
X12723.p1 0.210008121138735 Normal_trios
X12399.s1 0.218469129089186 Normal_trios
X34902 0.240466529351965 Normal_trios
X11207.p1 0.235618819562755 Normal_trios
X12096.s1 0.209371178752044 Normal_trios
X99086 0.21358678303522 Normal_trios
X14095.s1 0.233473997500855 Normal_trios
X13521.p1 0.29966542021251 Normal_trios
X13507.p1 0.288523787204833 Normal_trios
X115390 0.208966931728687 Normal_trios
X98663 0.154492112174708 Normal_trios
X53016 0.249942304911386 Normal_trios
X13616.p1 0.255279804755956 Normal_trios
X13514.p1 0.204932116144951 Normal_trios
X124731 0.283415453885772 Normal_trios
X12857.p1 0.29973079315543 Normal_trios
X13547.p1 0.252287373121677 Normal_trios
X49564 0.294705442704721 Normal_trios
X11800.s1 0.265954982327068 Normal_trios
X28449 0.267359401154582 Normal_trios
X14535.s1 0.353791881771869 Normal_trios
X13381.p1 0.219072156936697 Normal_trios
X103733 0.367162006594569 Normal_trios
X119700 0.238095145598225 Normal_trios
X13283.p1 0.198298813571294 Normal_trios
X61066 0.208570245188008 Normal_trios
X77835 0.230247307374439 Normal_trios
X13581.s1 0.221738313206526 Normal_trios
X12340.p1 0.257657284084811 Normal_trios
X11327.p1 0.235172729746519 Normal_trios
X14699.p1 0.214793846927912 Normal_trios
X13412.s1 0.21388229533122 Normal_trios
X120338 0.31388959775305 Normal_trios
X11765.p1 0.302903989067108 Normal_trios
X14237.p1 0.292738706041981 Normal_trios
X14337.s1 0.354408561131718 Normal_trios
X11444.p1 0.214912262700367 Normal_trios
X67121 0.208733893455351 Normal_trios
X144651 0.199519966383456 Normal_trios
X81481 0.227651233928416 Normal_trios
X14363.p1 0.213889002192466 Normal_trios
X11118.s1 0.332188024909155 Normal_trios
X11038.p1 0.241035898226809 Normal_trios
X12347.p1 0.299010773359832 Normal_trios
X153763 0.20292672046802 Normal_trios
X136355 0.279531863502517 Normal_trios
X14460.s1 0.24937006864795 Normal_trios
X101861 0.218219645984271 Normal_trios
X13206.s1 0.464169524391772 Normal_trios
X14225.p1 0.209086602589532 Normal_trios
X18672 0.244988470597612 Normal_trios
X10223 0.327230272559532 Normal_trios
X27067 0.205736824201303 Normal_trios
X89411 0.236109513924123 Normal_trios
X13930.p1 0.240307147618505 Normal_trios
X126048 0.234430081523143 Normal_trios
X12548.s1 0.197033482756849 Normal_trios
X116078 0.203291351516551 Normal_trios
X41357 0.20482908421024 Normal_trios
X152816 0.384305856647088 Normal_trios
X12180.p1 0.269092781245601 Normal_trios
X114856 0.177780779893695 Normal_trios
X12361.s1 0.236455318501923 Normal_trios
X14574.p1 0.277684265613639 Normal_trios
X12052.s1 0.374076963959689 Normal_trios
X123451 0.328126267254503 Normal_trios
X13835.s1 0.27631644439483 Normal_trios
X11986.s1 0.211023183820807 Normal_trios
X11441.p1 0.360436279792566 Normal_trios
X19340 0.230189163121161 Normal_trios
X12524.s1 0.208931159668298 Normal_trios
X12729.p1 0.283035833883546 Normal_trios
X12686.p1 0.219418118788794 Normal_trios
X14511.s1 0.19917204950888 Normal_trios
X108275 0.173446500950155 Normal_trios
X53856 0.366060488661603 Normal_trios
X12674.p1 0.230827034452154 Normal_trios
X11673.s1 0.193292451910642 Normal_trios
X14319.s1 0.222320796636118 Normal_trios
X99776 0.259776555759488 Normal_trios
X132139 0.23512668714652 Normal_trios
X133879 0.269349265081405 Normal_trios
X14644.s1 0.252829350067919 Normal_trios
X111533 0.323669466127641 Normal_trios
X14141.s1 0.195867159248406 Normal_trios
X11108.s1 0.24980080416204 Normal_trios
X127106 0.196752851207366 Normal_trios
X66828 0.265600017244807 Normal_trios
X75173 0.310269047989989 Normal_trios
X5222 0.3702926689261 Normal_trios
X12224.s1 0.200829796309943 Normal_trios
X11267.s1 0.267650583406645 Normal_trios
X114170 0.308961039482515 Normal_trios
X14244.s1 0.245789120208545 Normal_trios
X11336.s1 0.262834569623402 Normal_trios
X12382.s1 0.277914963817705 Normal_trios
X13120.p1 0.185467915564055 Normal_trios
X138759 0.331107606330869 Normal_trios
X65750 0.206025824171683 Normal_trios
X13093.p1 0.373652904229114 Normal_trios
X13922.s1 0.23448552801864 Normal_trios
X12161.s1 0.191890457259931 Normal_trios
X142209 0.34018948385841 Normal_trios
X142086 0.342088607904739 Normal_trios
X41290 0.229940078132833 Normal_trios
X44028 0.291036423071406 Normal_trios
X121160 0.271586750380224 Normal_trios
X14028.s1 0.248908306452204 Normal_trios
X61485 0.197069142452284 Normal_trios
X72669 0.237591555314578 Normal_trios
X68197 0.273879636294547 Normal_trios
X75598 0.154044222461718 Normal_trios
X6095 0.197973136397357 Normal_trios
X14549.s1 0.164552195988663 Normal_trios
X104204 0.214508273238922 Normal_trios
X45388 0.213493691830379 Normal_trios
X144394 0.266958146837661 Normal_trios
X54236 0.261174856919647 Normal_trios
X43226 0.22971601138194 Normal_trios
X11552.p1 0.226226624281985 Normal_trios
X12778.p1 0.236605319278406 Normal_trios
X14618.p1 0.211524215489479 Normal_trios
X12633.s1 0.285814928188804 Normal_trios
X13905.s1 0.210583453657308 Normal_trios
X3960 0.358222268422022 Normal_trios
X40858 0.269642800258063 Normal_trios
X13907.s1 0.189356516638048 Normal_trios
X35422 0.313191171822647 Normal_trios
X78798 0.243852553088813 Normal_trios
X14425.s1 0.256889686693781 Normal_trios
X49587 0.335928981985473 Normal_trios
X146142 0.246827929945113 Normal_trios
X12719.p1 0.265616126261205 Normal_trios
X13284.s1 0.256541318589018 Normal_trios
X12086.p1 0.22145780253668 Normal_trios
X14323.s1 0.192769891527006 Normal_trios
X14450.s1 0.303906045581893 Normal_trios
X35288 0.305743443218252 Normal_trios
X111288 0.211561266675754 Normal_trios
X9737 0.238003341005962 Normal_trios
X13923.p1 0.219812627484419 Normal_trios
X14661.s1 0.240773514490903 Normal_trios
X83411 0.30163489345771 Normal_trios
X12708.p1 0.270247314357043 Normal_trios
X14511.p1 0.193616414676935 Normal_trios
X96594 0.30207259922365 Normal_trios
X14609.p1 0.287004245392491 Normal_trios
X13214.p1 0.304933057072276 Normal_trios
X15880 0.189550172653836 Normal_trios
X12325.s1 0.428874725180406 Normal_trios
X13970.s1 0.189451551522951 Normal_trios
X3025 0.259953454418539 Normal_trios
X91421 0.327286482365016 Normal_trios
X13358.s1 0.245328478606744 Normal_trios
X13673.s1 0.292438459238914 Normal_trios
X45034 0.306094061185782 Normal_trios
X13998.s1 0.279441785034445 Normal_trios
X14559.p1 0.431338270833409 Normal_trios
X14160.p1 0.231496018897008 Normal_trios
X120192 0.241206571721049 Normal_trios
X13890.p1 0.218612012723582 Normal_trios
X30079 0.197773064867507 Normal_trios
X70936 0.183469952657026 Normal_trios
X60628 0.361464355806198 Normal_trios
X53310 0.215428055944509 Normal_trios
X14280.p1 0.215898362210598 Normal_trios
X136607 0.185389094786656 Normal_trios
X109551 0.269102358415099 Normal_trios
X14469.p1 0.30396931397958 Normal_trios
X137511 0.213929425639497 Normal_trios
X84043 0.187288979885823 Normal_trios
X46847 0.225927730526275 Normal_trios
X78998 0.202490421566493 Normal_trios
X97649 0.248251603235485 Normal_trios
X11250.p1 0.367202395884922 Normal_trios
X11083.p1 0.213760856381038 Normal_trios
X12370.s1 0.246041944209554 Normal_trios
X12115.s1 0.242080819297025 Normal_trios
X19377 0.267968658309678 Normal_trios
X91250 0.279862137470543 Normal_trios
X13129.p1 0.399035548913108 Normal_trios
X13151.p1 0.253205831030355 Normal_trios
X138399 0.270763061252182 Normal_trios
X12229.p1 0.407850935638286 Normal_trios
X11303.p1 0.326269521375725 Normal_trios
X11117.s1 0.24076038100045 Normal_trios
X76504 0.318400996744561 Normal_trios
X91488 0.186280692124295 Normal_trios
X77324 0.176261293522963 Normal_trios
X36195 0.225477244414581 Normal_trios
X22004.p1 0.226534812623429 Normal_trios
X14159.p1 0.252777063239393 Normal_trios
X98939 0.233008866540222 Normal_trios
X27027 0.249003967725865 Normal_trios
X11809.p1 0.226945902707931 Normal_trios
X12692.p1 0.238856143961083 Normal_trios
X89929 0.212527905264302 Normal_trios
X104569 0.268784892734158 Normal_trios
X96106 0.234939558158028 Normal_trios
X14015.p1 0.324180624337416 Normal_trios
X11933.s1 0.204288828990411 Normal_trios
X13748.p1 0.275848798636355 Normal_trios
X13609.s1 0.270757300937435 Normal_trios
X94818 0.259248694199553 Normal_trios
X11651.s1 0.30042715495315 Normal_trios
X117546 0.261432619825513 Normal_trios
X13572.s1 0.226414989282991 Normal_trios
X53641 0.2565926841593 Normal_trios
X29996 0.285836520479093 Normal_trios
X145528 0.271183922285441 Normal_trios
X130965 0.295835046174528 Normal_trios
X64204 0.204979939640956 Normal_trios
X153690 0.179578342817409 Normal_trios
X69346 0.310053152601368 Normal_trios
X13398.s1 0.216444058677347 Normal_trios
X57079 0.224188690879308 Normal_trios
X89317 0.322385538731634 Normal_trios
X144610 0.323827782001889 Normal_trios
X5494 0.280032790178327 Normal_trios
X14535.p1 0.225242137323542 Normal_trios
X4615 0.285937543515573 Normal_trios
X32109 0.195593725656912 Normal_trios
X12574.p1 0.200822667710824 Normal_trios
X85003 0.267384702172336 Normal_trios
X11241.p1 0.324128790856113 Normal_trios
X13472 0.209378349227566 Normal_trios
X42999 0.243832403636192 Normal_trios
X16604 0.261974157261666 Normal_trios
X71958 0.213016974441444 Normal_trios
X11857.s1 0.241712043129552 Normal_trios
X14339.p1 0.28047280662677 Normal_trios
X141694 0.336005092813609 Normal_trios
X15277 0.264565363530608 Normal_trios
X12628.p1 0.222390885107598 Normal_trios
X12661.p1 0.40723580631238 Normal_trios
X82230 0.277335402068188 Normal_trios
X11984.s1 0.208907936949641 Normal_trios
X14411.p1 0.199512134226538 Normal_trios
X147520 0.225354807346089 Normal_trios
X22193.p1 0.202005917918939 Normal_trios
X12655.p1 0.257937697087856 Normal_trios
X14178.p1 0.232762209675002 Normal_trios
X14380.p1 0.2501440830347 Normal_trios
X12184.s1 0.328391874430211 Normal_trios
X127016 0.235995369929321 Normal_trios
X18169 0.249020177857044 Normal_trios
X34744 0.304379717251177 Normal_trios
X675 0.24529151061113 Normal_trios
X11310.p1 0.304922452621918 Normal_trios
X89731 0.21958260864381 Normal_trios
X14537.s1 0.218900867022734 Normal_trios
X44178 0.287080449250891 Normal_trios
X24496 0.276742070628357 Normal_trios
X11520.s1 0.274389669916084 Normal_trios
X12418.p1 0.236845905471954 Normal_trios
X14243.s1 0.320701435474838 Normal_trios
X136238 0.298987106763832 Normal_trios
X13991.p1 0.322284023270647 Normal_trios
X22196.p1 0.219198385853057 Normal_trios
X11057.p1 0.213530926714283 Normal_trios
X130057 0.2774590714185 Normal_trios
X104158 0.256914288232389 Normal_trios
X12749.p1 0.192920566121591 Normal_trios
X11523.s1 0.316845884547779 Normal_trios
X13962.s1 0.212530402009061 Normal_trios
X13599.s1 0.316152017033098 Normal_trios
X59402 0.244549245142756 Normal_trios
X11654.s1 0.211952154554799 Normal_trios
X64209 0.201339813046732 Normal_trios
X14272.p1 0.330921369250339 Normal_trios
X11924.s1 0.201784627676688 Normal_trios
X47492 0.298404818587289 Normal_trios
X113495 0.235133371320447 Normal_trios
X13835.p1 0.199993040825893 Normal_trios
X13876.s1 0.239381042196281 Normal_trios
X8046 0.26116359264395 Normal_trios
X149746 0.189768214120958 Normal_trios
X67995 0.269802315781918 Normal_trios
X9575 0.205183260806225 Normal_trios
X83165 0.303139659573033 Normal_trios
X13083.p1 0.250682590577199 Normal_trios
X11377.s1 0.174926110361954 Normal_trios
X13159.p1 0.218410051597794 Normal_trios
X14046.p1 0.197437879322888 Normal_trios
X39870 0.246543368697023 Normal_trios
X12795.p1 0.215738093888447 Normal_trios
X13153.s1 0.221986550923099 Normal_trios
X112995 0.204664541350973 Normal_trios
X13497.s1 0.291255056626472 Normal_trios
X116470 0.20700830160832 Normal_trios
X12540.s1 0.306716019302139 Normal_trios
X115448 0.263657300854955 Normal_trios
X128302 0.210340619975284 Normal_trios
X11944.p1 0.247924704820507 Normal_trios
X12457.p1 0.269534545653497 Normal_trios
X13375.p1 0.235772610471328 Normal_trios
X11736.s1 0.243092846273765 Normal_trios
X14270.s1 0.215568591402586 Normal_trios
X13502.s1 0.388515405796696 Normal_trios
X100915 0.224737734375355 Normal_trios
X88246 0.31739776518951 Normal_trios
X14152.p1 0.279673321237462 Normal_trios
X153360 0.426643477759628 Normal_trios
X12523.s1 0.320462197200522 Normal_trios
X14123.s1 0.263285729642463 Normal_trios
X138911 0.249433432481667 Normal_trios
X70319 0.233021645954792 Normal_trios
X11181.p1 0.226764877498978 Normal_trios
X35270 0.262490502112061 Normal_trios
X11353.s1 0.343476832109861 Normal_trios
X11077.s1 0.244698322411121 Normal_trios
X14127.s1 0.188432942567955 Normal_trios
X13521.s1 0.263612916897024 Normal_trios
X39010 0.247365340068504 Normal_trios
X14227.p1 0.185782794639422 Normal_trios
X27731 0.184897035634392 Normal_trios
X12773.p1 0.214955530911333 Normal_trios
X53552 0.176116651891266 Normal_trios
X81085 0.262930687124649 Normal_trios
X14307.s1 0.325591950570565 Normal_trios
X13387.s1 0.195318537758171 Normal_trios
X11324.p1 0.345563792571124 Normal_trios
X14362.p1 0.241920598902182 Normal_trios
Proband.485 0.190304287216315 Normal_trios
X134641 0.326412278331422 Normal_trios
X14394.p1 0.241232841331327 Normal_trios
X147452 0.238173076193596 Normal_trios
X11388.s1 0.2379536583417 Normal_trios
X83870 0.322263020869321 Normal_trios
X92571 0.255933378402203 Normal_trios
X13509.p1 0.319769777048758 Normal_trios
X11110.s1 0.258036159470125 Normal_trios
X128541 0.192332672976393 Normal_trios
X42909 0.216447407634331 Normal_trios
X11012.p1 0.293350730684053 Normal_trios
X12340.s1 0.194920441648501 Normal_trios
X141237 0.306691373784277 Normal_trios
X13277.p1 0.236850230706639 Normal_trios
X14299.s1 0.276188478493523 Normal_trios
X13912.p1 0.170438114349942 Normal_trios
X23899 0.211287546229474 Normal_trios
X14545.s1 0.218866935030608 Normal_trios
X11132.p1 0.304318833355464 Normal_trios
X143304 0.236123029969912 Normal_trios
X12163.s1 0.220818751871064 Normal_trios
X13953.p1 0.28379001290727 Normal_trios
X12120.p1 0.192847579508365 Normal_trios
X149587 0.207469260856899 Normal_trios
X12072.p1 0.198657657016144 Normal_trios
X2176 0.173552146091932 Normal_trios
X14662.s1 0.276425284909407 Normal_trios
X13089.p1 0.241851806515146 Normal_trios
X90589 0.160202918376301 Normal_trios
X14694.p1 0.309126101170435 Normal_trios
X122964 0.304569700472878 Normal_trios
X14018.s1 0.232750681323784 Normal_trios
X11800.p1 0.261897938910238 Normal_trios
X12680.p1 0.345298607917227 Normal_trios
X77178 0.208934361318614 Normal_trios
X11964.p1 0.256298830483978 Normal_trios
X88908 0.243417536013064 Normal_trios
X125268 0.25688061202347 Normal_trios
X11437.p1 0.261873195948425 Normal_trios
X13349.p1 0.319023414833115 Normal_trios
X61631 0.253170885818515 Normal_trios
X142399 0.373184931778149 Normal_trios
X118107 0.26492801446954 Normal_trios
X123857 0.304578795196848 Normal_trios
X14489.p1 0.277885920240792 Normal_trios
X13139.s1 0.333815784085454 Normal_trios
X13133.s1 0.273191902543687 Normal_trios
X14230.p1 0.230442505718999 Normal_trios
X53186 0.229354752139554 Normal_trios
X14097.s1 0.344250080687629 Normal_trios
X71215 0.188198805711275 Normal_trios
X14282 0.26579470387823 Normal_trios
X13575.s1 0.353665836021596 Normal_trios
X13576.p1 0.267438893918412 Normal_trios
X108663 0.224562239973335 Normal_trios
X28072 0.215089856475599 Normal_trios
X13948.p1 0.272722347422463 Normal_trios
X11888.p1 0.274514216283844 Normal_trios
X149334 0.229025021975007 Normal_trios
X69342 0.202303479757895 Normal_trios
X35233 0.199916694798292 Normal_trios
X12977.p1 0.421436832618834 Normal_trios
X11812.s1 0.316169528775485 Normal_trios
X101328 0.247353291412052 Normal_trios
X144165 0.329341186895223 Normal_trios
X11298.s1 0.254874840852236 Normal_trios
X13396.p1 0.214204866593661 Normal_trios
X11615.s1 0.258701326236693 Normal_trios
X13722.s1 0.238718496449238 Normal_trios
X20532 0.15860171773506 Normal_trios
X13368.s1 0.295182348803123 Normal_trios
X14147.p1 0.235031045304037 Normal_trios
X14036.s1 0.364672391903605 Normal_trios
X112014 0.217982257110565 Normal_trios
X14597.p1 0.203484176314844 Normal_trios
X91041 0.198842910250241 Normal_trios
X14603.p1 0.294568277419428 Normal_trios
X13940.s1 0.2596612716825 Normal_trios
X1738 0.2339878505027 Normal_trios
X14012.s1 0.320514668883725 Normal_trios
X117415 0.362805160880068 Normal_trios
X90956 0.238135706363606 Normal_trios
X14288.p1 0.383652139391936 Normal_trios
X14972 0.378168156104383 Normal_trios
X4265 0.212249709072668 Normal_trios
X121736 0.288665966208784 Normal_trios
X11888.s1 0.203931326144109 Normal_trios
X59764 0.163818748220264 Normal_trios
X15660 0.233888454456379 Normal_trios
X102487 0.297533375837332 Normal_trios
X11542.s1 0.325181353240768 Normal_trios
X79155 0.228487504435539 Normal_trios
X16278 0.181333757748119 Normal_trios
X126020 0.221597876148598 Normal_trios
X127051 0.243535332085753 Normal_trios
X14043.s1 0.316456314099839 Normal_trios
X22308.s1 0.211344717569812 Normal_trios
X87493 0.251289589066754 Normal_trios
Proband.518 0.173394148642727 Normal_trios
X127476 0.282778989675043 Normal_trios
X71971 0.321669995964791 Normal_trios
X11046.p1 0.191876382686295 Normal_trios
X100079 0.313092490526046 Normal_trios
X12325.p1 0.241954252639367 Normal_trios
X12220.s1 0.194616239999211 Normal_trios
X12492.s1 0.257955207049786 Normal_trios
X12210.p1 0.223709843111219 Normal_trios
X85700 0.220116954143273 Normal_trios
X76483 0.212776605916752 Normal_trios
X18670 0.208262086423185 Normal_trios
X14088.p1 0.349809358865337 Normal_trios
X97789 0.256922519350569 Normal_trios
X13351.p1 0.273894224913287 Normal_trios
X12430.p1 0.23294799694752 Normal_trios
X107907 0.22903653301044 Normal_trios
X80108 0.251356650708856 Normal_trios
X11199.p1 0.220468549627127 Normal_trios
X14506.s1 0.249346302405198 Normal_trios
X153084 0.222353686665436 Normal_trios
X14258.p1 0.185145076409047 Normal_trios
X11939.s1 0.277170970991666 Normal_trios
X26618 0.231189841086845 Normal_trios
X14081.s1 0.277337408104466 Normal_trios
X62275 0.26014307480068 Normal_trios
X12243.s1 0.258165089842326 Normal_trios
X151893 0.217944689324599 Normal_trios
X63462 0.217570955074843 Normal_trios
X13891.s1 0.321928633699301 Normal_trios
X11169.p1 0.257811584668177 Normal_trios
X71189 0.271030487055116 Normal_trios
X13853.p1 0.335568652406174 Normal_trios
X13857.p1 0.235131214473068 Normal_trios
X130598 0.258416603144824 Normal_trios
X11459.s1 0.227915397972872 Normal_trios
X24034 0.248253452827396 Normal_trios
X110230 0.232709995197445 Normal_trios
X121393 0.318967160306916 Normal_trios
X12108.s1 0.276784150684344 Normal_trios
X12950.p1 0.284274882763626 Normal_trios
X26450 0.290077128817417 Normal_trios
X100318 0.203315881034874 Normal_trios
X37285 0.232680660086248 Normal_trios
X12289.p1 0.168234406144336 Normal_trios
X53721 0.194262251360499 Normal_trios
X110516 0.295634032667547 Normal_trios
X12394.p1 0.189271418428305 Normal_trios
X11839.s1 0.28138324241457 Normal_trios
X12626.s1 0.244603379083251 Normal_trios
X14680.s1 0.208415830496321 Normal_trios
X13706.p1 0.314002066122585 Normal_trios
X14576.p1 0.256394763387485 Normal_trios
X14448.s1 0.205796135816944 Normal_trios
X12938.s1 0.228785458395606 Normal_trios
X14101.s1 0.272766931146 Normal_trios
X12202.p1 0.356999044210654 Normal_trios
X88978 0.249872064751509 Normal_trios
X81743 0.274448959846128 Normal_trios
X12919.p1 0.21527393502072 Normal_trios
X11827.s1 0.226818485863482 Normal_trios
X13366.p1 0.20547133934582 Normal_trios
X13907.p1 0.245635872790724 Normal_trios
X12030.p1 0.263394759384901 Normal_trios
X121210 0.286101449461261 Normal_trios
X45739 0.168177676433672 Normal_trios
X17330 0.210055640339768 Normal_trios
X12388.s1 0.306411152137008 Normal_trios
X14475.p1 0.217845107625188 Normal_trios
X13035.s1 0.309573831745268 Normal_trios
X81468 0.230003842425238 Normal_trios
X89700 0.37052795277964 Normal_trios
X11989.p1 0.207553988053598 Normal_trios
X12237.p1 0.265726024226588 Normal_trios
X77915 0.352606952211348 Normal_trios
X12060.p1 0.237315417348816 Normal_trios
X11041.p1 0.227843015148589 Normal_trios
X14545.p1 0.2266974862917 Normal_trios
X14468.s1 0.239412617226416 Normal_trios
X89185 0.298882872781087 Normal_trios
X12314.s1 0.282150194266144 Normal_trios
X129865 0.21021364954763 Normal_trios
X11433.p1 0.269033660726315 Normal_trios
X14517.p1 0.239856564736505 Normal_trios
X11251.p1 0.259030738899872 Normal_trios
X57262 0.21984101827116 Normal_trios
X98133 0.200476323307186 Normal_trios
X13869.s1 0.297682953488415 Normal_trios
X22017.p1 0.291475542593765 Normal_trios
X13034.p1 0.296614714040405 Normal_trios
X11242.p1 0.241531954130719 Normal_trios
X14691.s1 0.351607890458274 Normal_trios
X13366.s1 0.301535513406946 Normal_trios
X34318 0.362717344431556 Normal_trios
X14058.s1 0.224350777179324 Normal_trios
X22052.s1 0.298620906892198 Normal_trios
X27896 0.30504190250907 Normal_trios
X14311.s1 0.364825774065253 Normal_trios
X11726.s1 0.207751516895609 Normal_trios
X142286 0.236128028094921 Normal_trios
X12426.s1 0.297422091699631 Normal_trios
X14664.s1 0.380334734745741 Normal_trios
X65820 0.179311867396806 Normal_trios
X14532.p1 0.192498005064378 Normal_trios
X5197 0.277654550372032 Normal_trios
X13645.s1 0.174905232955816 Normal_trios
X95566 0.436973165030316 Normal_trios
X53332 0.340005756657299 Normal_trios
X11883.s1 0.230728261459705 Normal_trios
X14234.s1 0.219350254577727 Normal_trios
X13167.p1 0.215449859775789 Normal_trios
X57151 0.185623204781831 Normal_trios
X70884 0.226044517268296 Normal_trios
X14684.s1 0.222238456881182 Normal_trios
X47307 0.192927056869606 Normal_trios
X105486 0.138282889751664 Normal_trios
X113149 0.245863936715263 Normal_trios
X152860 0.253049802231696 Normal_trios
X11414.p1 0.178035951698087 Normal_trios
X77101 0.335385769636082 Normal_trios
X12212.p1 0.305115287400997 Normal_trios
X17221 0.213868682026268 Normal_trios
X11696.s1 0.192484657357406 Normal_trios
X11722.p1 0.244411353078328 Normal_trios
X14587.p1 0.171435684766457 Normal_trios
X80928 0.186392531120857 Normal_trios
X30178 0.250262720028739 Normal_trios
X14263.p1 0.256157427691243 Normal_trios
X11388.p1 0.256315656632256 Normal_trios
X82772 0.330541793139319 Normal_trios
X36316 0.278887119511394 Normal_trios
X14257.s1 0.212151802116733 Normal_trios
X12681.p1 0.205328694505027 Normal_trios
X131736 0.288224932949851 Normal_trios
X94841 0.29428340881261 Normal_trios
X11215.s1 0.257162632868956 Normal_trios
X12014.p1 0.206178773054731 Normal_trios
X20803 0.216150180836858 Normal_trios
